Survey_Date,Age,Gender,Region,Industry,Job_Role,Work_Arrangement,Hours_Per_Week,Mental_Health_Status,Burnout_Level,Work_Life_Balance_Score,Physical_Health_Issues,Social_Isolation_Score,Salary_Range,
6/12/2025,23,Female,South America,Technology,Customer Service Manager,Remote,53,Stress Disorder,High,3,Back Pain; Eye Strain; Neck Pain,1,$80K-100K,
6/12/2025,64,Male,Asia,Finance,Project Manager,Remote,63,Burnout,Medium,1,Back Pain; Neck Pain,5,$80K-100K,
6/12/2025,28,Female,North America,Technology,Technical Writer,Hybrid,62,Burnout,Low,2,Back Pain; Neck Pain,2,$40K-60K,
6/12/2025,33,Male,Europe,Education,HR Manager,Onsite,64,Anxiety,Medium,1,None,2,$40K-60K,
6/12/2025,58,Female,Oceania,Technology,HR Manager,Hybrid,51,Burnout,Medium,1,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,2,$40K-60K,
6/12/2025,41,Female,Africa,Professional Services,Quality Assurance,Remote,62,Depression,Medium,3,Back Pain,5,$60K-80K,
6/12/2025,38,Male,Oceania,Healthcare,Product Manager,Hybrid,64,ADHD,High,3,Shoulder Pain; Eye Strain,2,$100K-120K,
6/12/2025,64,Male,Europe,Technology,DevOps Engineer,Hybrid,60,PTSD,Medium,4,Back Pain; Shoulder Pain,3,$100K-120K,
6/12/2025,65,Male,Asia,Healthcare,Technical Writer,Onsite,40,None,Medium,4,None,2,$60K-80K,
6/12/2025,48,Female,Asia,Education,Sales Representative,Remote,57,Depression,Medium,3,Eye Strain; Neck Pain,3,$80K-100K,
6/12/2025,44,Male,South America,Finance,Business Analyst,Onsite,59,Burnout,Medium,1,Eye Strain,3,$80K-100K,
6/12/2025,52,Female,South America,Professional Services,Financial Analyst,Onsite,64,None,Medium,1,Back Pain; Shoulder Pain; Eye Strain,4,$80K-100K,
6/12/2025,41,Female,Africa,Manufacturing,HR Manager,Remote,57,Stress Disorder,Medium,4,None,3,$60K-80K,
6/12/2025,41,Male,Europe,Finance,Business Analyst,Hybrid,63,ADHD,Medium,5,Back Pain; Eye Strain,4,$60K-80K,
6/12/2025,49,Male,Europe,Manufacturing,DevOps Engineer,Remote,47,Depression,Medium,1,Back Pain; Shoulder Pain; Eye Strain,2,$40K-60K,
6/12/2025,47,Non-binary,Asia,Professional Services,Software Engineer,Onsite,50,PTSD,High,3,Eye Strain,3,$60K-80K,
6/12/2025,39,Male,North America,Retail,IT Support,Hybrid,40,None,High,4,Back Pain; Shoulder Pain; Neck Pain,2,$60K-80K,
6/12/2025,22,Male,Oceania,Healthcare,Sales Representative,Onsite,58,None,Medium,4,Eye Strain; Neck Pain,1,$80K-100K,
6/12/2025,52,Female,Africa,Customer Service,Product Manager,Onsite,64,ADHD,Low,4,Back Pain; Shoulder Pain; Eye Strain,2,$100K-120K,
6/12/2025,31,Male,Asia,Marketing,Content Writer,Hybrid,36,PTSD,Medium,3,Shoulder Pain; Eye Strain; Neck Pain,3,$60K-80K,
6/12/2025,38,Male,Africa,Education,Customer Service Manager,Onsite,47,None,High,5,Eye Strain,1,$100K-120K,
6/12/2025,47,Male,North America,Manufacturing,Executive Assistant,Onsite,54,None,Low,5,None,3,$80K-100K,
6/12/2025,45,Male,Europe,Technology,Business Analyst,Remote,57,PTSD,Medium,5,None,4,$60K-80K,
6/12/2025,26,Male,Asia,Professional Services,Quality Assurance,Onsite,41,Stress Disorder,Low,4,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,3,$60K-80K,
6/12/2025,22,Male,Oceania,Education,HR Manager,Onsite,60,ADHD,Low,4,Back Pain,2,$60K-80K,
6/12/2025,44,Female,Europe,Manufacturing,Financial Analyst,Remote,36,Burnout,Medium,2,Back Pain; Eye Strain,5,$60K-80K,
6/12/2025,26,Male,South America,Education,Product Manager,Hybrid,44,None,Low,3,Shoulder Pain; Eye Strain,3,$80K-100K,
6/12/2025,44,Female,Asia,Professional Services,IT Support,Onsite,49,ADHD,Medium,3,Shoulder Pain; Eye Strain; Neck Pain,3,$80K-100K,
6/12/2025,37,Male,Europe,Professional Services,HR Manager,Onsite,51,Depression,High,3,Shoulder Pain,2,$60K-80K,
6/12/2025,23,Female,Asia,Technology,Quality Assurance,Onsite,60,PTSD,High,5,Shoulder Pain; Eye Strain; Neck Pain; Wrist Pain,4,$80K-100K,
6/12/2025,59,Male,Europe,Education,Research Scientist,Onsite,65,Depression,Medium,4,Shoulder Pain; Neck Pain,1,$60K-80K,
6/12/2025,32,Female,South America,Professional Services,Account Manager,Onsite,56,PTSD,Low,5,Wrist Pain,3,$60K-80K,
6/12/2025,32,Female,Europe,Customer Service,DevOps Engineer,Hybrid,48,ADHD,High,2,Back Pain; Eye Strain,3,$80K-100K,
6/12/2025,35,Female,South America,Retail,HR Manager,Hybrid,47,PTSD,Medium,2,Back Pain; Shoulder Pain; Eye Strain,2,$40K-60K,
6/12/2025,62,Female,Asia,Professional Services,Customer Service Manager,Hybrid,42,PTSD,Medium,4,Eye Strain; Neck Pain,4,$80K-100K,
6/12/2025,33,Male,Asia,Retail,Data Analyst,Onsite,40,ADHD,Low,4,None,1,$40K-60K,
6/12/2025,39,Male,Europe,Education,Executive Assistant,Onsite,56,PTSD,Medium,4,Shoulder Pain; Neck Pain,3,$80K-100K,
6/12/2025,52,Male,Europe,Finance,UX Designer,Onsite,44,Burnout,Low,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,1,$60K-80K,
6/12/2025,54,Male,North America,Professional Services,DevOps Engineer,Hybrid,57,None,Medium,2,None,2,$100K-120K,
6/12/2025,36,Male,South America,Education,Data Scientist,Remote,64,None,High,3,Eye Strain,4,$100K-120K,
6/12/2025,32,Male,Oceania,Professional Services,Account Manager,Onsite,65,PTSD,Low,1,Back Pain; Shoulder Pain,1,$100K-120K,
6/12/2025,47,Female,Europe,Education,Marketing Specialist,Onsite,64,ADHD,Low,1,Shoulder Pain,2,$100K-120K,
6/12/2025,48,Female,Africa,Finance,Social Media Manager,Onsite,46,None,Low,3,Neck Pain; Wrist Pain,2,$40K-60K,
6/12/2025,47,Male,South America,Technology,Data Analyst,Hybrid,61,PTSD,High,4,Back Pain; Shoulder Pain; Neck Pain,2,$60K-80K,
6/12/2025,31,Female,Asia,Technology,Digital Marketing Specialist,Remote,50,Anxiety,High,4,Back Pain; Eye Strain; Neck Pain,5,$80K-100K,
6/12/2025,52,Male,Europe,Professional Services,Software Engineer,Onsite,50,PTSD,Medium,5,Back Pain,3,$100K-120K,
6/12/2025,65,Female,Africa,Professional Services,Data Analyst,Remote,53,Burnout,High,2,Eye Strain,3,$60K-80K,
6/12/2025,57,Female,Africa,Marketing,Account Manager,Onsite,64,Burnout,High,4,Back Pain; Wrist Pain,1,$60K-80K,
6/12/2025,64,Female,Europe,Professional Services,Customer Service Manager,Hybrid,45,None,Medium,1,Back Pain; Shoulder Pain,4,$60K-80K,
6/12/2025,30,Male,Europe,Professional Services,Social Media Manager,Hybrid,41,None,Low,2,Eye Strain; Neck Pain,2,$80K-100K,
6/12/2025,51,Male,Africa,Professional Services,Social Media Manager,Remote,51,Burnout,High,3,Back Pain; Eye Strain,4,$60K-80K,
6/12/2025,50,Female,Oceania,Finance,Content Writer,Hybrid,59,None,Low,3,Back Pain; Shoulder Pain; Eye Strain,3,$60K-80K,
6/12/2025,56,Female,Europe,Technology,Product Manager,Remote,40,Stress Disorder,High,1,Eye Strain; Wrist Pain,3,$80K-100K,
6/12/2025,24,Female,Oceania,Education,Project Manager,Remote,43,None,Low,3,Shoulder Pain; Eye Strain; Neck Pain,5,$40K-60K,
6/12/2025,37,Male,Oceania,Marketing,Content Writer,Onsite,50,Depression,High,4,Back Pain; Neck Pain,3,$100K-120K,
6/12/2025,60,Female,North America,Finance,Executive Assistant,Onsite,64,PTSD,High,1,Shoulder Pain,2,$60K-80K,
6/12/2025,22,Female,South America,Marketing,Content Writer,Hybrid,58,Depression,High,3,Shoulder Pain; Wrist Pain,1,$100K-120K,
6/12/2025,60,Male,Asia,Marketing,Customer Service Manager,Hybrid,51,Burnout,High,3,Back Pain; Shoulder Pain; Eye Strain,3,$80K-100K,
6/12/2025,26,Male,Europe,Technology,Product Manager,Remote,39,PTSD,Medium,1,Back Pain; Eye Strain,4,$80K-100K,
6/13/2025,28,Female,North America,Finance,Technical Writer,Onsite,54,PTSD,Medium,2,Back Pain; Neck Pain,5,$60K-80K,
6/13/2025,37,Female,Africa,Finance,Project Manager,Onsite,53,None,Medium,3,Back Pain; Shoulder Pain,1,$60K-80K,
6/13/2025,63,Male,Europe,Retail,Customer Service Manager,Onsite,35,None,Medium,1,Back Pain; Shoulder Pain; Eye Strain,3,$60K-80K,
6/13/2025,28,Male,Europe,Education,HR Manager,Hybrid,59,None,Medium,3,Back Pain; Shoulder Pain,3,$100K-120K,
6/13/2025,53,Male,Africa,Education,Operations Manager,Hybrid,59,Burnout,High,3,Eye Strain; Neck Pain,1,$80K-100K,
6/13/2025,53,Male,South America,Professional Services,DevOps Engineer,Onsite,50,Burnout,Medium,3,Shoulder Pain,5,$60K-80K,
6/13/2025,60,Non-binary,Asia,Healthcare,Financial Analyst,Onsite,59,Anxiety,High,3,Eye Strain; Neck Pain,5,$80K-100K,
6/13/2025,42,Female,South America,Professional Services,Research Scientist,Onsite,55,Stress Disorder,High,1,Shoulder Pain; Eye Strain,4,$120K+,
6/13/2025,42,Female,Asia,Healthcare,Product Manager,Hybrid,35,Burnout,High,2,Eye Strain; Neck Pain,2,$40K-60K,
6/13/2025,38,Male,Africa,Marketing,Digital Marketing Specialist,Hybrid,64,Burnout,Medium,1,Neck Pain,3,$120K+,
6/13/2025,54,Male,Europe,Marketing,Product Manager,Onsite,42,Stress Disorder,High,3,Back Pain; Eye Strain,2,$80K-100K,
6/13/2025,24,Female,Europe,Education,IT Support,Onsite,41,None,Low,2,Back Pain; Shoulder Pain; Eye Strain,5,$100K-120K,
6/13/2025,41,Male,Africa,Education,Financial Analyst,Remote,63,Stress Disorder,High,3,Neck Pain; Wrist Pain,2,$80K-100K,
6/13/2025,40,Female,Europe,Manufacturing,Quality Assurance,Onsite,45,ADHD,Low,2,Back Pain; Eye Strain,2,$60K-80K,
6/13/2025,52,Female,South America,Retail,IT Support,Onsite,37,Depression,Low,1,Back Pain; Shoulder Pain; Eye Strain,3,$40K-60K,
6/13/2025,47,Female,Africa,Professional Services,Social Media Manager,Remote,40,Depression,Medium,3,Back Pain; Eye Strain,4,$40K-60K,
6/13/2025,33,Female,Asia,Customer Service,Technical Writer,Remote,42,None,Medium,4,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,2,$60K-80K,
6/13/2025,57,Female,Asia,Finance,Account Manager,Hybrid,38,Depression,Medium,5,Shoulder Pain; Eye Strain,2,$40K-60K,
6/13/2025,58,Male,Oceania,Manufacturing,Product Manager,Hybrid,58,Stress Disorder,Medium,3,Eye Strain,1,$80K-100K,
6/13/2025,37,Male,Europe,Education,Quality Assurance,Onsite,57,None,Low,5,Back Pain; Shoulder Pain; Wrist Pain,4,$60K-80K,
6/13/2025,36,Female,Oceania,Professional Services,Research Scientist,Remote,43,Depression,High,3,Back Pain; Eye Strain; Neck Pain,5,$80K-100K,
6/13/2025,39,Female,Asia,Technology,Technical Writer,Hybrid,46,Burnout,High,3,None,3,$80K-100K,
6/13/2025,29,Male,Europe,Finance,Technical Writer,Onsite,51,None,Low,3,Shoulder Pain,2,$40K-60K,
6/13/2025,39,Male,North America,Finance,Customer Service Manager,Remote,60,None,Medium,4,Shoulder Pain; Eye Strain,5,$80K-100K,
6/13/2025,61,Female,Oceania,Retail,Research Scientist,Onsite,36,PTSD,Medium,3,Back Pain; Eye Strain,3,$60K-80K,
6/13/2025,28,Female,South America,Manufacturing,Content Writer,Hybrid,63,ADHD,High,5,Neck Pain,2,$40K-60K,
6/13/2025,31,Male,Europe,Professional Services,Social Media Manager,Onsite,57,Burnout,Medium,3,Shoulder Pain,2,$100K-120K,
6/13/2025,63,Female,Asia,Professional Services,UX Designer,Onsite,63,Burnout,High,3,Back Pain; Eye Strain,3,$40K-60K,
6/13/2025,41,Female,Africa,Professional Services,Account Manager,Onsite,57,Depression,Low,4,Back Pain; Shoulder Pain,3,$60K-80K,
6/13/2025,59,Female,Africa,Customer Service,DevOps Engineer,Onsite,47,ADHD,Medium,2,Back Pain; Shoulder Pain,3,$80K-100K,
6/13/2025,64,Female,Asia,Technology,Business Analyst,Hybrid,54,Stress Disorder,High,2,Eye Strain,3,$60K-80K,
6/13/2025,24,Male,Africa,Technology,IT Support,Remote,57,None,High,1,Back Pain; Shoulder Pain,3,$40K-60K,
6/13/2025,64,Male,North America,Technology,Consultant,Hybrid,57,ADHD,Medium,5,Shoulder Pain,3,$120K+,
6/13/2025,55,Male,Asia,Finance,Account Manager,Hybrid,48,Stress Disorder,Medium,2,Eye Strain; Wrist Pain,1,$100K-120K,
6/13/2025,65,Male,Europe,Professional Services,HR Manager,Onsite,49,Stress Disorder,Low,4,None,2,$80K-100K,
6/13/2025,36,Male,Asia,Marketing,Social Media Manager,Hybrid,49,None,Low,3,Back Pain; Shoulder Pain,3,$100K-120K,
6/13/2025,28,Male,Europe,Manufacturing,Data Scientist,Remote,60,Burnout,Medium,3,Shoulder Pain; Eye Strain,4,$120K+,
6/13/2025,57,Male,Africa,Technology,UX Designer,Remote,49,None,Medium,3,Back Pain; Eye Strain,4,$60K-80K,
6/13/2025,31,Male,Africa,Technology,Research Scientist,Hybrid,41,Stress Disorder,Medium,2,Back Pain; Eye Strain; Wrist Pain,2,$40K-60K,
6/13/2025,30,Male,Oceania,Professional Services,Business Analyst,Onsite,63,None,Low,4,Back Pain; Eye Strain,3,$60K-80K,
6/13/2025,48,Male,Africa,Retail,Consultant,Onsite,50,Depression,Medium,3,Neck Pain,2,$60K-80K,
6/13/2025,53,Male,Africa,Technology,Research Scientist,Remote,58,ADHD,Low,4,Eye Strain,4,$40K-60K,
6/13/2025,35,Female,Europe,Retail,Research Scientist,Hybrid,58,None,High,3,Back Pain; Shoulder Pain; Neck Pain,2,$40K-60K,
6/13/2025,51,Male,Africa,Professional Services,Technical Writer,Onsite,48,None,High,3,Back Pain; Shoulder Pain; Neck Pain,1,$60K-80K,
6/13/2025,37,Male,Europe,Manufacturing,Business Analyst,Hybrid,38,None,Low,4,Back Pain; Shoulder Pain,2,$120K+,
6/13/2025,51,Male,Oceania,Finance,Software Engineer,Onsite,38,Anxiety,High,3,Shoulder Pain; Eye Strain,1,$100K-120K,
6/13/2025,26,Female,Europe,Finance,Product Manager,Onsite,55,Depression,Low,3,Eye Strain; Neck Pain,1,$100K-120K,
6/13/2025,29,Male,Europe,Technology,Project Manager,Remote,42,Stress Disorder,Medium,3,Back Pain; Eye Strain,4,$80K-100K,
6/13/2025,65,Female,Asia,Manufacturing,HR Manager,Hybrid,47,Burnout,Low,4,Back Pain; Shoulder Pain,2,$100K-120K,
6/13/2025,38,Male,North America,Professional Services,Financial Analyst,Hybrid,58,None,High,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,2,$60K-80K,
6/13/2025,56,Female,Oceania,Professional Services,DevOps Engineer,Hybrid,40,Burnout,Medium,5,None,3,$80K-100K,
6/13/2025,52,Female,South America,Finance,DevOps Engineer,Onsite,35,PTSD,Medium,3,Back Pain; Shoulder Pain; Neck Pain,2,$80K-100K,
6/13/2025,26,Male,Africa,Technology,Account Manager,Onsite,55,Anxiety,Low,3,Back Pain; Eye Strain,2,$80K-100K,
6/13/2025,54,Male,Europe,Professional Services,Digital Marketing Specialist,Hybrid,45,PTSD,Medium,4,Eye Strain,1,$120K+,
6/13/2025,45,Female,Asia,Technology,Product Manager,Hybrid,56,None,Medium,3,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,3,$100K-120K,
6/13/2025,46,Male,North America,Professional Services,Marketing Specialist,Hybrid,48,None,High,2,Shoulder Pain; Eye Strain,2,$100K-120K,
6/13/2025,64,Non-binary,South America,Marketing,Consultant,Onsite,55,ADHD,High,3,Back Pain; Shoulder Pain,2,$80K-100K,
6/13/2025,30,Non-binary,Europe,Technology,Operations Manager,Hybrid,45,PTSD,High,2,Eye Strain; Neck Pain,3,$60K-80K,
6/13/2025,51,Female,Europe,Manufacturing,Data Scientist,Onsite,56,Anxiety,Medium,2,Shoulder Pain; Neck Pain; Wrist Pain,2,$100K-120K,
6/13/2025,50,Male,Europe,Technology,Business Analyst,Hybrid,62,None,High,4,None,5,$60K-80K,
6/13/2025,38,Male,Oceania,Customer Service,Research Scientist,Onsite,42,PTSD,Low,4,Wrist Pain,1,$120K+,
6/13/2025,27,Male,Oceania,Technology,Technical Writer,Remote,42,Stress Disorder,High,3,None,4,$40K-60K,
6/13/2025,32,Female,Oceania,Retail,Executive Assistant,Hybrid,49,ADHD,High,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,1,$80K-100K,
6/13/2025,48,Female,South America,Marketing,Research Scientist,Onsite,51,Burnout,High,2,Shoulder Pain; Eye Strain,2,$120K+,
6/13/2025,62,Male,Europe,Healthcare,Executive Assistant,Hybrid,35,PTSD,Medium,3,Eye Strain,5,$40K-60K,
6/13/2025,34,Male,North America,Customer Service,DevOps Engineer,Onsite,62,PTSD,High,3,Back Pain; Neck Pain,2,$100K-120K,
6/13/2025,24,Female,South America,Manufacturing,DevOps Engineer,Hybrid,47,None,Low,3,Eye Strain,4,$80K-100K,
6/13/2025,47,Female,South America,Manufacturing,UX Designer,Hybrid,41,None,High,3,Eye Strain,3,$80K-100K,
6/13/2025,31,Female,North America,Education,Customer Service Manager,Onsite,50,Depression,Low,4,Eye Strain; Neck Pain,2,$60K-80K,
6/13/2025,28,Female,Oceania,Professional Services,Technical Writer,Remote,36,Anxiety,High,2,None,2,$80K-100K,
6/13/2025,30,Female,North America,Professional Services,Product Manager,Onsite,45,None,High,3,Shoulder Pain; Wrist Pain,2,$80K-100K,
6/13/2025,48,Female,North America,Education,Consultant,Hybrid,36,None,Low,4,None,2,$120K+,
6/13/2025,54,Male,North America,Professional Services,Data Scientist,Hybrid,57,ADHD,Medium,1,Shoulder Pain,3,$100K-120K,
6/13/2025,33,Non-binary,South America,Education,Quality Assurance,Onsite,46,Burnout,Medium,3,Back Pain; Shoulder Pain; Eye Strain,4,$80K-100K,
6/13/2025,61,Female,Asia,Professional Services,Social Media Manager,Hybrid,39,PTSD,Medium,2,Eye Strain,1,$80K-100K,
6/13/2025,43,Male,South America,Education,Account Manager,Onsite,65,ADHD,Medium,3,Eye Strain,2,$60K-80K,
6/13/2025,54,Female,Oceania,Technology,Consultant,Remote,53,Burnout,High,2,None,1,$80K-100K,
6/13/2025,30,Male,North America,Technology,Content Writer,Onsite,65,Burnout,Low,3,Back Pain; Shoulder Pain,1,$60K-80K,
6/13/2025,48,Male,South America,Education,Operations Manager,Hybrid,49,None,Medium,4,Shoulder Pain; Neck Pain; Wrist Pain,3,$80K-100K,
6/13/2025,36,Male,North America,Technology,Executive Assistant,Hybrid,61,Anxiety,High,4,Back Pain; Neck Pain; Wrist Pain,2,$120K+,
6/13/2025,23,Female,Asia,Manufacturing,Sales Representative,Onsite,65,None,Low,4,Back Pain; Shoulder Pain; Neck Pain; Wrist Pain,1,$120K+,
6/13/2025,43,Male,South America,Technology,Technical Writer,Remote,50,ADHD,Medium,3,None,5,$40K-60K,
6/13/2025,43,Male,Oceania,Manufacturing,Data Scientist,Hybrid,65,PTSD,Low,3,Shoulder Pain; Eye Strain,4,$40K-60K,
6/13/2025,24,Female,Oceania,Technology,UX Designer,Hybrid,44,Anxiety,Low,2,Shoulder Pain; Eye Strain,2,$60K-80K,
6/13/2025,39,Female,Asia,Professional Services,Quality Assurance,Remote,43,Stress Disorder,Medium,4,Back Pain; Shoulder Pain,4,$80K-100K,
6/13/2025,54,Male,South America,Professional Services,HR Manager,Remote,38,None,High,3,Back Pain,5,$40K-60K,
6/13/2025,45,Female,Oceania,Professional Services,Data Analyst,Onsite,55,Stress Disorder,High,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,2,$60K-80K,
6/13/2025,39,Male,Europe,Customer Service,Software Engineer,Onsite,55,None,Medium,2,Back Pain; Eye Strain,1,$100K-120K,
6/13/2025,28,Male,Asia,Professional Services,Marketing Specialist,Hybrid,58,PTSD,High,4,Back Pain; Neck Pain,4,$40K-60K,
6/13/2025,32,Female,Asia,Technology,DevOps Engineer,Onsite,57,Anxiety,Medium,5,Shoulder Pain,1,$100K-120K,
6/13/2025,43,Female,Oceania,Technology,Data Analyst,Remote,45,ADHD,Medium,3,Back Pain; Eye Strain; Neck Pain,2,$80K-100K,
6/13/2025,57,Male,North America,Retail,HR Manager,Onsite,59,Depression,Medium,2,Back Pain,1,$60K-80K,
6/13/2025,48,Non-binary,Asia,Finance,DevOps Engineer,Hybrid,59,Depression,Low,4,Shoulder Pain; Neck Pain,3,$80K-100K,
6/13/2025,43,Female,South America,Professional Services,Project Manager,Onsite,65,Stress Disorder,Medium,5,Eye Strain; Wrist Pain,2,$80K-100K,
6/13/2025,56,Male,Europe,Finance,DevOps Engineer,Hybrid,52,Depression,High,3,Back Pain; Eye Strain,2,$120K+,
6/13/2025,24,Male,South America,Professional Services,Customer Service Manager,Onsite,58,Depression,Medium,3,Back Pain,4,$60K-80K,
6/13/2025,46,Male,Africa,Education,Data Scientist,Onsite,64,Anxiety,Low,1,Shoulder Pain; Eye Strain,3,$60K-80K,
6/13/2025,48,Male,South America,Customer Service,Software Engineer,Onsite,56,ADHD,Medium,2,Back Pain; Shoulder Pain; Neck Pain,3,$60K-80K,
6/13/2025,54,Female,North America,Finance,Executive Assistant,Hybrid,37,Anxiety,Low,4,Eye Strain; Neck Pain,4,$80K-100K,
6/13/2025,31,Female,Oceania,Retail,Product Manager,Hybrid,46,None,Medium,3,Back Pain; Shoulder Pain,4,$120K+,
6/13/2025,38,Male,North America,Healthcare,HR Manager,Remote,52,None,Medium,3,Shoulder Pain,4,$40K-60K,
6/13/2025,43,Male,South America,Retail,Software Engineer,Remote,62,Stress Disorder,Medium,3,Back Pain; Neck Pain,4,$100K-120K,
6/13/2025,43,Female,South America,Marketing,Technical Writer,Hybrid,56,Anxiety,Medium,3,Back Pain; Shoulder Pain,4,$80K-100K,
6/13/2025,53,Male,South America,Technology,Software Engineer,Remote,46,None,Medium,3,Shoulder Pain; Eye Strain; Neck Pain; Wrist Pain,3,$100K-120K,
6/13/2025,36,Male,South America,Finance,Social Media Manager,Onsite,35,Burnout,Low,3,Back Pain; Wrist Pain,1,$40K-60K,
6/13/2025,58,Male,Asia,Customer Service,Content Writer,Remote,39,None,Medium,3,Back Pain; Shoulder Pain; Eye Strain,3,$60K-80K,
6/13/2025,48,Male,South America,Manufacturing,Software Engineer,Hybrid,54,Stress Disorder,High,1,Shoulder Pain,2,$80K-100K,
6/13/2025,65,Male,Europe,Manufacturing,Customer Service Manager,Hybrid,61,Burnout,High,3,Eye Strain; Wrist Pain,3,$60K-80K,
6/13/2025,47,Female,Europe,Professional Services,Digital Marketing Specialist,Onsite,48,None,Medium,3,Shoulder Pain,1,$40K-60K,
6/13/2025,49,Male,Oceania,Retail,Financial Analyst,Onsite,43,PTSD,Low,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,2,$60K-80K,
6/13/2025,58,Male,Oceania,Healthcare,Marketing Specialist,Onsite,56,PTSD,High,2,Shoulder Pain,1,$40K-60K,
6/13/2025,62,Male,Oceania,Finance,Research Scientist,Onsite,52,Depression,High,3,Back Pain; Eye Strain,2,$60K-80K,
6/13/2025,46,Female,Oceania,Finance,Business Analyst,Onsite,40,Anxiety,Medium,2,Shoulder Pain; Eye Strain,2,$100K-120K,
6/13/2025,62,Female,Europe,Technology,Digital Marketing Specialist,Hybrid,51,Depression,Low,1,Shoulder Pain,3,$40K-60K,
6/13/2025,61,Male,Oceania,Professional Services,DevOps Engineer,Onsite,42,ADHD,High,2,Eye Strain,2,$80K-100K,
6/13/2025,24,Male,Oceania,Manufacturing,Customer Service Manager,Onsite,50,Burnout,High,2,Neck Pain,2,$60K-80K,
6/13/2025,52,Female,Europe,Manufacturing,Digital Marketing Specialist,Onsite,63,Burnout,Low,2,Eye Strain,1,$60K-80K,
6/13/2025,61,Male,Europe,Education,Executive Assistant,Remote,60,None,High,3,Back Pain; Shoulder Pain; Eye Strain,3,$120K+,
6/13/2025,48,Male,South America,Professional Services,Consultant,Hybrid,40,Burnout,High,1,Shoulder Pain; Eye Strain,3,$40K-60K,
6/14/2025,46,Male,Oceania,Retail,Customer Service Manager,Remote,63,Burnout,High,5,Shoulder Pain; Neck Pain; Wrist Pain,3,$80K-100K,
6/14/2025,53,Non-binary,Oceania,Retail,Data Analyst,Onsite,36,None,Low,3,Back Pain; Neck Pain,2,$120K+,
6/14/2025,61,Female,Asia,Professional Services,Executive Assistant,Remote,55,Anxiety,High,4,Shoulder Pain; Eye Strain,2,$80K-100K,
6/14/2025,27,Female,Africa,Marketing,Operations Manager,Onsite,49,Burnout,Medium,3,Back Pain; Wrist Pain,5,$80K-100K,
6/14/2025,41,Male,Africa,Technology,Marketing Specialist,Onsite,40,Anxiety,High,5,Back Pain,3,$40K-60K,
6/14/2025,33,Male,Asia,Finance,Project Manager,Onsite,44,None,Medium,3,Back Pain; Shoulder Pain; Eye Strain,3,$80K-100K,
6/14/2025,52,Male,Asia,Finance,Social Media Manager,Hybrid,54,Anxiety,High,4,Shoulder Pain; Eye Strain; Neck Pain,2,$80K-100K,
6/14/2025,64,Male,Oceania,Manufacturing,Digital Marketing Specialist,Hybrid,51,Burnout,Medium,1,None,2,$60K-80K,
6/14/2025,58,Male,North America,Healthcare,Sales Representative,Onsite,38,None,Low,3,Shoulder Pain,1,$40K-60K,
6/14/2025,63,Female,Europe,Finance,Data Scientist,Remote,47,Stress Disorder,High,2,Back Pain; Shoulder Pain; Eye Strain; Neck Pain; Wrist Pain,3,$100K-120K,
6/14/2025,35,Male,North America,Customer Service,Content Writer,Hybrid,36,PTSD,Low,3,Shoulder Pain; Eye Strain,5,$40K-60K,
6/14/2025,62,Male,Oceania,Finance,Data Scientist,Onsite,44,Depression,High,2,Eye Strain,2,$80K-100K,
6/14/2025,54,Male,Oceania,Finance,Operations Manager,Remote,55,Depression,Low,4,Back Pain; Wrist Pain,4,$80K-100K,
6/14/2025,45,Male,Asia,Marketing,Technical Writer,Onsite,36,None,Low,3,Eye Strain,2,$60K-80K,
6/14/2025,39,Male,Oceania,Retail,Technical Writer,Onsite,45,None,Medium,3,Back Pain; Eye Strain; Wrist Pain,1,$60K-80K,
6/14/2025,48,Male,Africa,Healthcare,Business Analyst,Onsite,52,Stress Disorder,High,3,Neck Pain,3,$40K-60K,
6/14/2025,27,Male,South America,Customer Service,DevOps Engineer,Onsite,63,PTSD,High,1,Shoulder Pain,2,$40K-60K,
6/14/2025,47,Female,South America,Customer Service,Marketing Specialist,Hybrid,41,ADHD,Low,3,Eye Strain,4,$60K-80K,
6/14/2025,44,Male,Africa,Healthcare,Sales Representative,Onsite,45,None,High,4,Back Pain,4,$80K-100K,
6/14/2025,36,Female,Asia,Professional Services,Project Manager,Hybrid,60,ADHD,Low,4,Neck Pain,3,$100K-120K,
6/14/2025,42,Male,Oceania,Technology,Executive Assistant,Remote,64,None,High,5,Shoulder Pain,3,$60K-80K,
6/14/2025,62,Female,North America,Professional Services,IT Support,Onsite,60,Anxiety,Medium,3,Shoulder Pain; Neck Pain,2,$40K-60K,
6/14/2025,22,Male,North America,Retail,Sales Representative,Remote,65,Depression,Medium,2,Shoulder Pain,3,$60K-80K,
6/14/2025,45,Male,North America,Healthcare,UX Designer,Remote,49,Stress Disorder,Medium,3,Back Pain; Shoulder Pain,4,$60K-80K,
